,brand,model,top_speed_kmh,battery_capacity_kWh,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type
17,Audi,Q4 Sportback e-tron 45,0.275,0.576008273009307,0.4037037037037037,0.2030651340996169,0.5454545454545454,0.2662721893491124,0.3611111111111111,CCS,0.4,0.274481772694782,0.4285714285714285,RWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.43378995433789935,SUV
18,Audi,Q4 Sportback e-tron 45 quattro,0.275,0.576008273009307,0.502962962962963,0.2145593869731801,0.5,0.2603550295857987,0.3611111111111111,CCS,0.48000000000000004,0.274481772694782,0.4285714285714285,AWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.43378995433789935,SUV
19,Audi,Q4 Sportback e-tron 55 quattro,0.275,0.576008273009307,0.502962962962963,0.2145593869731801,0.509090909090909,0.18934911242603547,0.3611111111111111,CCS,0.48000000000000004,0.274481772694782,0.4285714285714285,AWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.43378995433789935,SUV
20,Audi,Q4 e-tron 40,0.17500000000000004,0.38986556359875907,0.22962962962962963,0.1915708812260536,0.34545454545454546,0.34911242603550285,0.32142857142857145,CCS,0.4,0.2637598284488921,0.4285714285714285,RWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.46118721461187207,SUV
21,Audi,Q4 e-tron 45,0.275,0.576008273009307,0.4037037037037037,0.2298850574712643,0.5181818181818182,0.2662721893491124,0.3611111111111111,CCS,0.4,0.2637598284488921,0.4285714285714285,RWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.46118721461187207,SUV
22,Audi,Q4 e-tron 45 quattro,0.275,0.576008273009307,0.502962962962963,0.23754789272030652,0.47272727272727266,0.2603550295857987,0.3611111111111111,CCS,0.48000000000000004,0.2637598284488921,0.4285714285714285,AWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.46118721461187207,SUV
23,Audi,Q4 e-tron 55 quattro,0.275,0.576008273009307,0.502962962962963,0.23754789272030652,0.47272727272727266,0.18934911242603547,0.3611111111111111,CCS,0.48000000000000004,0.2637598284488921,0.4285714285714285,AWD,JC - Medium,0.42307692307692335,0.5425531914893615,0.46118721461187207,SUV
24,Audi,Q6 e-tron,0.42500000000000004,0.5635987590486038,0.3333333333333333,0.2183908045977011,0.47272727272727266,0.2840236686390532,0.4801587301587302,CCS,0.8,0.268048606147248,0.4285714285714285,RWD,JD - Large,0.5030594405594409,0.7000000000000002,0.541856925418569,SUV
25,Audi,Q6 e-tron Sportback,0.42500000000000004,0.5635987590486038,0.3333333333333333,0.11494252873563215,0.5,0.2840236686390532,0.4801587301587302,CCS,0.8,0.2573266619013581,0.4285714285714285,RWD,JD - Large,0.5030594405594409,0.7000000000000002,0.5114155251141552,SUV
26,Audi,Q6 e-tron Sportback performance,0.42500000000000004,0.7611168562564634,0.3592592592592592,0.13793103448275867,0.6818181818181818,0.2603550295857987,0.6388888888888888,CCS,0.8,0.2573266619013581,0.4285714285714285,RWD,JD - Large,0.5030594405594409,0.7000000000000002,0.5114155251141552,SUV
27,Audi,Q6 e-tron Sportback quattro,0.42500000000000004,0.7611168562564634,0.6333333333333333,0.15325670498084287,0.6636363636363636,0.2189349112426035,0.6785714285714285,CCS,0.9600000000000001,0.2573266619013581,0.4285714285714285,AWD,JD - Large,0.5030594405594409,0.7000000000000002,0.5114155251141552,SUV
28,Audi,Q6 e-tron performance,0.42500000000000004,0.7611168562564634,0.3592592592592592,0.23754789272030652,0.6454545454545454,0.2603550295857987,0.6388888888888888,CCS,0.8,0.268048606147248,0.4285714285714285,RWD,JD - Large,0.5030594405594409,0.7000000000000002,0.541856925418569,SUV
29,Audi,Q6 e-tron quattro,0.42500000000000004,0.7611168562564634,0.6333333333333333,0.2567049808429118,0.6272727272727272,0.2189349112426035,0.6785714285714285,CCS,0.9600000000000001,0.2494639027877055,0.4285714285714285,AWD,JD - Large,0.5030594405594409,0.7000000000000002,0.541856925418569,SUV
30,Audi,S6 Avant e-tron,0.575,0.7611168562564634,0.6333333333333333,0.1800766283524904,0.7181818181818181,0.10059171597633132,0.6785714285714285,CCS,0.8400000000000001,0.2508934953538242,0.4285714285714285,AWD,JE - Executive,0.5716783216783217,0.6659574468085108,0.2496194824961946,Station/Estate
31,Audi,S6 Sportback e-tron,0.575,0.7611168562564634,0.6333333333333333,0.15325670498084287,0.7636363636363636,0.10059171597633132,0.6785714285714285,CCS,0.8400000000000001,0.2508934953538242,0.4285714285714285,AWD,JE - Executive,0.5716783216783217,0.6659574468085108,0.2070015220700152,Liftback Sedan
32,Audi,SQ6 e-tron,0.5250000000000001,0.7611168562564634,0.6333333333333333,0.2298850574712643,0.609090909090909,0.12426035502958577,0.6785714285714285,CCS,0.9600000000000001,0.2594710507505361,0.4285714285714285,AWD,JD - Large,0.5030594405594409,0.7553191489361701,0.541856925418569,SUV
33,Audi,SQ6 e-tron Sportback,0.5250000000000001,0.7611168562564634,0.6333333333333333,0.210727969348659,0.6545454545454545,0.12426035502958577,0.6785714285714285,CCS,0.9600000000000001,0.2573266619013581,0.4285714285714285,AWD,JD - Large,0.5030594405594409,0.7553191489361701,0.5114155251141552,SUV
34,Audi,e-tron GT RS,0.625,0.7828335056876938,0.6407407407407407,0.28735632183908044,0.7090909090909091,0.035502958579881616,1.0,CCS,0.0,0.1422444603288063,0.2857142857142857,AWD,F - Luxury,0.6018356643356646,0.7531914893617024,0.09132420091324178,Sedan
35,Audi,e-tron GT RS performance,0.625,0.7828335056876938,0.7607407407407407,0.27969348659003834,0.7090909090909091,0.017751479289940808,1.0,CCS,0.0,0.1422444603288063,0.2857142857142857,AWD,F - Luxury,0.6018356643356646,0.7531914893617024,0.09132420091324178,Sedan
36,Audi,e-tron GT S,0.6000000000000001,0.7828335056876938,0.5481481481481482,0.24137931034482762,0.7363636363636363,0.07100591715976329,1.0,CCS,0.0,0.18155825589706934,0.2857142857142857,AWD,F - Luxury,0.604895104895105,0.7531914893617024,0.09893455098934556,Sedan
37,Audi,e-tron GT quattro,0.6000000000000001,0.7828335056876938,0.46296296296296297,0.2298850574712643,0.7363636363636363,0.10650887573964493,1.0,CCS,0.0,0.18155825589706934,0.2857142857142857,AWD,F - Luxury,0.604895104895105,0.7531914893617024,0.09893455098934556,Sedan
38,BMW,i4 M50,0.5,0.6204756980351602,0.5888888888888889,0.33716475095785436,0.5727272727272728,0.10059171597633132,0.4047619047619047,CCS,0.64,0.2280200142959257,0.4285714285714285,AWD,D - Large,0.5083041958041958,0.5148936170212766,0.18112633181126325,Liftback Sedan
39,BMW,i4 eDrive35,0.32500000000000007,0.4736297828335056,0.2962962962962963,0.24904214559386972,0.5363636363636364,0.2248520710059171,0.2619047619047619,CCS,0.64,0.2280200142959257,0.4285714285714285,RWD,D - Large,0.5083041958041958,0.5148936170212766,0.18112633181126325,Liftback Sedan
40,BMW,i4 eDrive40,0.32500000000000007,0.6204756980351602,0.3185185185185185,0.24904214559386972,0.6909090909090909,0.20118343195266264,0.4047619047619047,CCS,0.64,0.2280200142959257,0.4285714285714285,RWD,D - Large,0.5083041958041958,0.5148936170212766,0.18112633181126325,Liftback Sedan
41,BMW,i4 xDrive40,0.375,0.6204756980351602,0.4444444444444444,0.28352490421455934,0.6454545454545454,0.1715976331360946,0.4047619047619047,CCS,0.64,0.2280200142959257,0.4285714285714285,AWD,D - Large,0.5083041958041958,0.5148936170212766,0.18112633181126325,Liftback Sedan
42,BMW,i5 M60 xDrive Sedan (MY25),0.5250000000000001,0.6194415718717683,0.5888888888888889,0.24137931034482762,0.5363636363636364,0.09467455621301771,0.4246031746031746,CCS,0.8,0.24231593995711223,0.4285714285714285,AWD,E - Executive,0.6293706293706296,0.6170212765957448,0.2678843226788432,Sedan
43,BMW,i5 M60 xDrive Touring (MY25),0.5250000000000001,0.6194415718717683,0.5888888888888889,0.26819923371647514,0.5272727272727272,0.10059171597633132,0.4246031746031746,CCS,0.8,0.29949964260185846,0.4285714285714285,AWD,E - Executive,0.6293706293706296,0.6170212765957448,0.2678843226788432,Station/Estate
44,BMW,i5 eDrive40 Sedan (MY25),0.33999999999999997,0.6194415718717683,0.2962962962962963,0.1915708812260536,0.6272727272727272,0.2248520710059171,0.4246031746031746,CCS,0.6,0.24231593995711223,0.4285714285714285,RWD,E - Executive,0.6293706293706296,0.6170212765957448,0.2831050228310503,Sedan
45,BMW,i5 eDrive40 Touring (MY25),0.33999999999999997,0.6194415718717683,0.2962962962962963,0.2145593869731801,0.6,0.23076923076923067,0.4246031746031746,CCS,0.6,0.29949964260185846,0.4285714285714285,RWD,E - Executive,0.6293706293706296,0.6170212765957448,0.2831050228310503,Station/Estate
